policy,reward_mean,reward_std,delay_mean,delay_std,drop_rate_mean,drop_rate_std,offload_rate_mean,offload_rate_std,energy_mean,energy_std,load_name,load_factor,task_min_bits,task_max_bits,avg_task_mbits
greedy,-182.49162500000006,1.085294638853899,182.491625,1.0852946388538933,0.589825,0.003648715527415093,0.266875,0.0013975424859373697,4.561664569103718,0.03031811573295521,load_08,1.05,1575000.0,6300000.0,3.9375
mappo,-158.96755,2.3430777030435874,158.96755000000002,2.343077703043583,0.23725000000000002,0.011749999999999997,0.76575,0.016336309252704538,1.8144633270561696,0.12540056784614975,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
pruned_mappo,-159.25615,2.1954203589517864,159.25615000000002,2.19542035895179,0.24392500000000003,0.010310825621646405,0.74605,0.012423163848231255,1.9904410982877017,0.09610670171256834,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
distilled_mappo,-158.96925,2.3322062783982047,158.96925,2.3322062783982034,0.237,0.01179247641507075,0.766175,0.016614018929807444,1.8132757255911827,0.12307842743205194,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
offload,-169.941475,3.1394207934147627,169.941475,3.139420793414764,0.10565000000000001,0.008729404332484548,1.0,0.0,0.5935857180804014,0.008867307804991674,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
greedy,-184.132875,0.9436670907290459,184.13287499999998,0.9436670907290334,0.5948,0.0032148094811356932,0.26739999999999997,0.0012951833846988664,4.551091964054107,0.03078838638253938,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
mappo,-162.0363,2.430708435312633,162.0363,2.4307084353126345,0.25605,0.012380327136227057,0.7595000000000001,0.016748134224444232,1.8554979057222607,0.12203059020002867,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
pruned_mappo,-162.26762499999998,2.2874393605350427,162.26762499999998,2.28743936053505,0.260075,0.01081494914458686,0.7415500000000002,0.012709642009120472,2.027131097745895,0.10079615887307652,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
distilled_mappo,-162.00177499999998,2.4173974783069845,162.001775,2.417397478306991,0.256025,0.012593872518014465,0.7594249999999999,0.0167988280841254,1.8579709882974627,0.12327413910983007,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
offload,-172.8066,3.052753787975699,172.8066,3.052753787975701,0.1265,0.008856494791959177,1.0,0.0,0.5935857180804014,0.008867307804991674,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
greedy,-185.30945,0.9296715871747389,185.30945,0.9296715871747397,0.598475,0.0031552535555799664,0.268625,0.0015258194519667159,4.546459498775005,0.03111017937765619,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
mappo,-164.89894999999996,2.358969324196487,164.89895,2.358969324196478,0.27195,0.011421361565067453,0.7555,0.014914338738274656,1.8863888855725526,0.10945838517110171,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
pruned_mappo,-165.17262499999998,2.273825648136852,165.172625,2.273825648136859,0.27645000000000003,0.010935492672943454,0.7359749999999999,0.011982513300639389,2.072114209648967,0.10607689292636117,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
distilled_mappo,-164.93882499999995,2.3159006537684226,164.938825,2.3159006537684195,0.27217500000000006,0.01137379114455686,0.7554749999999999,0.014955956171372,1.8872332928210493,0.10687495021179659,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
offload,-175.73025,2.8822201512028887,175.73025,2.8822201512028887,0.14800000000000002,0.009905806378079477,1.0,0.0,0.5935857180804014,0.008867307804991674,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
greedy,-186.603425,0.8340700214160665,186.603425,0.8340700214160686,0.602475,0.0028338357397703897,0.269525,0.0016180621125284405,4.538059456110002,0.03418817542430637,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
