episode,step,target_agent_id,pc_repeat_agent_id,nano_action,nano_called,nano_skip_used,nano_repeat_raw,nano_repeat_slots,nano_remaining_before,nano_remaining_after,nano_safety_interrupted,nano_interrupt_reason,nano_infer_ms,round_trip_ms,pc_repeat_action,pc_repeat_called,pc_repeat_skip_used,pc_repeat_repeat_raw,pc_repeat_repeat_slots,pc_repeat_remaining_before,pc_repeat_remaining_after,pc_repeat_safety_interrupted,pc_repeat_interrupt_reason,pc_repeat_infer_ms,pc_regular_agent_ids,pc_regular_infer_ms,teacher_action_target,target_action_match,reward,delay,drop,offload_rate,joint_actions
0,41,0,1,1,1,0,1.0027167797088623,5,4,5,1,energy_low,0.08236899975599954,6.163600017316639,1,0,1,,,5,4,0,,,"[2, 3]",0.2133999951183796,1,1,-0.935,187.0,0.5,1.0,"[1, 1, 1, 1]"
0,42,0,1,1,1,0,0.9884634017944336,5,5,5,1,obs_changed,0.079024999649846,16.543900012038648,1,0,1,,,4,3,0,,,"[2, 3]",0.34339993726462126,1,1,-0.3775,75.5,0.0,1.0,"[1, 1, 1, 1]"
0,43,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,3,2,0,,,"[2, 3]",0.18869992345571518,1,1,-0.38875,77.75,0.0,1.0,"[1, 1, 1, 1]"
0,44,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,2,1,0,,,"[2, 3]",0.18049997743219137,1,1,-0.395,79.0,0.0,1.0,"[1, 1, 1, 1]"
0,45,0,1,1,0,1,,,3,2,0,,,,1,1,0,1.0022910833358765,5,1,5,1,queue_pressure|obs_changed,0.1642000861465931,"[2, 3]",0.1829999964684248,1,1,-0.4025,80.5,0.0,1.0,"[1, 1, 1, 1]"
0,46,0,1,1,0,1,,,2,1,0,,,,1,1,0,0.9859299659729004,5,5,5,1,obs_changed,0.16259995754808187,"[2, 3]",0.22240006364881992,1,1,-0.41375,82.75,0.0,1.0,"[1, 1, 1, 1]"
0,47,0,1,1,1,0,0.9870998859405518,5,1,5,1,energy_low,0.08751399946049787,9.765399969182909,1,1,0,0.9839965105056763,5,5,5,1,energy_low,0.29989995528012514,"[2, 3]",0.1965999836102128,1,1,-0.69,138.0,0.25,1.0,"[1, 1, 1, 1]"
0,48,0,1,1,1,0,1.0030630826950073,5,5,5,1,queue_pressure|obs_changed,0.08041399996727705,7.186400005593896,1,0,1,,,5,4,0,,,"[2, 3]",0.395399983972311,1,1,-0.4225,84.5,0.0,1.0,"[1, 1, 1, 1]"
0,49,0,1,1,1,0,0.9875568151473999,5,5,5,1,obs_changed,0.08293499922729097,5.871100001968443,1,0,1,,,4,3,0,,,"[2, 3]",0.2511999337002635,1,1,-0.4375,87.5,0.0,1.0,"[1, 1, 1, 1]"
0,50,0,1,1,1,0,0.9846141338348389,5,5,5,1,energy_low,0.10227999973722035,12.983600026927888,1,1,0,0.9946615695953369,5,3,5,1,energy_low,0.34339993726462126,"[2, 3]",0.24610001128166914,1,1,-0.445,89.0,0.0,1.0,"[1, 1, 1, 1]"
0,51,0,1,1,1,0,1.014660120010376,5,5,5,1,queue_pressure,0.09029200009535998,18.009799998253584,1,0,1,,,5,4,0,,,"[2, 3]",0.33760000951588154,1,1,-0.70875,141.75,0.25,1.0,"[1, 1, 1, 1]"
0,52,0,1,1,1,0,0.9827004671096802,5,5,5,1,energy_low|obs_changed,0.08972599971457385,9.686099947430193,1,0,1,,,4,3,0,,,"[2, 3]",0.3101000329479575,1,1,-0.45375,90.75,0.0,1.0,"[1, 1, 1, 1]"
0,53,0,1,1,1,0,1.0010415315628052,5,5,5,1,queue_pressure|obs_changed,0.08015599996724632,6.949500064365566,1,1,0,0.9881006479263306,5,3,5,1,energy_low,0.2001000102609396,"[2, 3]",0.18620002083480358,1,1,-0.46,92.0,0.0,1.0,"[1, 1, 1, 1]"
0,54,0,1,1,1,0,0.9940027594566345,5,5,5,1,energy_low|obs_changed,0.08751400036999257,18.48150009755045,1,1,0,1.0026633739471436,5,5,5,1,queue_pressure|obs_changed,0.2983999438583851,"[2, 3]",0.19749999046325684,1,1,-0.46375,92.75,0.0,1.0,"[1, 1, 1, 1]"
0,55,0,1,1,1,0,0.9943623542785645,5,5,5,1,energy_low,0.08077499933278887,24.625500082038343,1,1,0,0.9847996830940247,5,5,5,1,obs_changed,0.3046999918296933,"[2, 3]",0.19559997599571943,1,1,-0.47125,94.25,0.0,1.0,"[1, 1, 1, 1]"
0,56,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.18229999113827944,1,1,-0.4825,96.5,0.0,1.0,"[1, 1, 1, 1]"
0,57,0,1,1,0,1,,,4,3,0,,,,1,1,0,0.9930621385574341,5,4,5,1,energy_low,0.16389996744692326,"[2, 3]",0.1799999736249447,1,1,-0.49125,98.25,0.0,1.0,"[1, 1, 1, 1]"
0,58,0,1,1,1,0,0.9898386001586914,5,3,5,1,energy_low,0.08396399971388746,11.422200012020767,1,1,0,1.0062108039855957,5,5,5,1,queue_pressure|obs_changed,0.2874999772757292,"[2, 3]",0.1981999957934022,1,1,-0.49625,99.25,0.0,1.0,"[1, 1, 1, 1]"
0,59,0,1,1,1,0,0.9981614947319031,5,5,5,1,obs_changed,0.0818030002847081,9.183999965898693,1,1,0,0.9984703660011292,5,5,5,1,energy_low|obs_changed,0.2300000051036477,"[2, 3]",0.18930004443973303,1,1,-0.50125,100.25,0.0,1.0,"[1, 1, 1, 1]"
0,60,0,1,1,0,1,,,5,4,0,,,,1,0,1,,,5,4,0,,,"[2, 3]",0.2465000143274665,1,1,-0.7575,151.5,0.25,1.0,"[1, 1, 1, 1]"
0,61,0,1,1,0,1,,,4,3,0,,,,1,0,1,,,4,3,0,,,"[2, 3]",0.2215000567957759,1,1,-0.51625,103.25,0.0,1.0,"[1, 1, 1, 1]"
0,62,0,1,1,0,1,,,3,2,0,,,,1,0,1,,,3,2,0,,,"[2, 3]",0.2207999350503087,1,1,-0.5275,105.5,0.0,1.0,"[1, 1, 1, 1]"
